MovieID,Title,Genres,key,year,n_ratings,mean_rating
2223,Detroit 9000,Action|Crime,Detroit 9000,1973,35,2.8
2224,"Inheritors, The (Siebtelbauern, Die)",Drama|Mystery,"Inheritors, The (Siebtelbauern, Die)",1998,44,3.363636364
2225,The Mighty,Drama,The Mighty,1998,944,3.588983051
2226,2010: The Year We Make Contact,Sci-Fi,2010: The Year We Make Contact,1984,4143,3.388245233
2227,Children of a Lesser God,Drama,Children of a Lesser God,1986,2723,3.722915902
2228,The Elephant Man,Drama,The Elephant Man,1980,6813,3.920226038
2229,Beloved,Drama,Beloved,1998,649,2.902927581
2230,Bride of Chucky (Child's Play 4),Comedy|Horror|Thriller,Bride of Chucky (Child's Play 4),1998,1658,2.143244873
2231,Practical Magic,Drama|Fantasy|Mystery|Romance,Practical Magic,1998,2537,3.018131652
2232,"Alarmist, The (a.k.a. Life During Wartime)",Comedy,"Alarmist, The (a.k.a. Life During Wartime)",1997,66,2.446969697
2233,Happiness,Comedy|Drama,Happiness (1998),1998,4335,3.846943483
2234,Reach the Rock,Comedy|Drama,Reach the Rock,1998,17,2.852941176
2235,Apt Pupil,Drama|Thriller,Apt Pupil,1998,1728,3.099826389
2236,Pleasantville,Comedy|Drama|Fantasy,Pleasantville,1998,13627,3.577309753
2237,Soldier,Action|Sci-Fi|War,Soldier,1998,2181,2.838835397
2238,The Cruise,Documentary,The Cruise,1998,234,3.664529915
2239,Life Is Beautiful (La Vita è bella),Comedy|Drama|Romance|War,Life Is Beautiful (La Vita è bella),1997,18156,4.175837189
2240,Orgazmo,Comedy,Orgazmo,1997,1667,3.089082184
2241,Shattered Image,Drama|Thriller,Shattered Image,1998,45,2.811111111
2242,Tales from the Darkside: The Movie,Fantasy|Horror|Thriller,Tales from the Darkside: The Movie,1990,660,2.836363636
2243,Vampires,Horror|Western,Vampires (1998),1998,1606,2.7749066
2244,American History X,Crime|Drama,American History X,1998,23309,4.151207688
2245,Hands on a Hard Body,Comedy|Documentary,Hands on a Hard Body,1996,823,4.081409478
2246,Living Out Loud,Comedy|Drama|Romance,Living Out Loud,1998,1221,3.34971335
2247,Belly,Crime|Drama,Belly,1998,164,2.899390244
2248,Gods and Monsters,Drama,Gods and Monsters,1998,4575,3.817704918
2249,The Siege,Action|Thriller,The Siege,1998,2960,3.101689189
2250,The Waterboy,Comedy,The Waterboy,1998,5823,2.923063713
2251,Elizabeth,Drama,Elizabeth,1998,9009,3.895215895
2252,Velvet Goldmine,Drama,Velvet Goldmine,1998,1362,3.343979442
2253,I Still Know What You Did Last Summer,Horror|Mystery|Thriller,I Still Know What You Did Last Summer,1998,4220,2.094668246
2254,I'll Be Home For Christmas,Comedy|Romance,I'll Be Home For Christmas,1998,326,2.562883436
2255,Meet Joe Black,Romance,Meet Joe Black,1998,5210,3.287140115
2256,Dancing at Lughnasa,Drama,Dancing at Lughnasa,1998,289,3.216262976
2257,Hard Core Logo,Comedy|Drama,Hard Core Logo,1996,250,3.608
2258,The Naked Man,Drama,The Naked Man,1998,19,3.236842105
2259,Runaway Train,Action|Adventure|Drama|Thriller,Runaway Train,1985,1676,3.519093079
2260,Desert Bloom,Drama,Desert Bloom,1986,254,3.50984252
2261,The Stepford Wives,Mystery|Sci-Fi|Thriller,"Stepford Wives, The (1975)",1975,2173,3.285319834
2262,The Pope of Greenwich Village,Drama,The Pope of Greenwich Village,1984,634,3.443217666
2263,Sid and Nancy,Drama,Sid and Nancy,1986,2387,3.547968161
2264,Mona Lisa,Comedy|Thriller,Mona Lisa,1986,1470,3.740816327
2265,Heart Condition,Comedy,Heart Condition,1990,134,2.671641791
2266,"Nights of Cabiria (Notti di Cabiria, Le)",Drama,"Nights of Cabiria (Notti di Cabiria, Le)",1957,1152,4.138888889
2267,The Big Chill,Comedy|Drama,The Big Chill,1983,6650,3.738421053
2268,Enemy of the State,Action|Thriller,Enemy of the State,1998,14217,3.550854611
2269,The Rugrats Movie,Animation|Children|Comedy,The Rugrats Movie,1998,1229,2.624084622
2270,A Bug's Life,Adventure|Animation|Children|Comedy,A Bug's Life,1998,20465,3.610603469
2271,Celebrity,Comedy,Celebrity,1998,1149,2.964751958
2272,Central Station (Central do Brasil),Drama,Central Station (Central do Brasil),1998,2390,4.102301255
2273,Savior,Drama|War,Savior,1998,119,3.491596639
2274,Waking Ned Devine (a.k.a. Waking Ned),Comedy,Waking Ned Devine (a.k.a. Waking Ned),1998,6610,3.801437216
2275,"Celebration, The (Festen)",Drama,"Celebration, The (Festen)",1998,2292,4.123254799
2276,Pink Flamingos,Comedy,Pink Flamingos,1972,1197,3.301587302
2277,Glen or Glenda,Drama,Glen or Glenda,1953,379,2.762532982
2278,Godzilla (Gojira),Drama|Horror|Sci-Fi,Godzilla (Gojira),1954,2348,3.201022147
2279,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",Action|Horror|Sci-Fi|Thriller,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",1984,725,2.657931034
2280,King Kong vs. Godzilla (Kingukongu tai Gojira),Action|Sci-Fi,King Kong vs. Godzilla (Kingukongu tai Gojira),1962,858,2.741841492
2281,King Kong,Action|Adventure|Fantasy|Horror,King Kong (1933),1933,6627,3.549268145
2282,King Kong,Adventure|Fantasy|Romance|Sci-Fi|Thriller,King Kong (1976),1976,2789,2.771961276
2283,King Kong Lives,Adventure|Sci-Fi,King Kong Lives,1986,423,1.757683215
2284,Desperately Seeking Susan,Comedy|Drama|Romance,Desperately Seeking Susan,1985,5410,2.93336414
2285,The Emerald Forest,Action|Adventure|Drama,The Emerald Forest,1985,958,3.403444676
2286,Fletch,Comedy|Crime|Mystery,Fletch,1985,6298,3.450857415
2287,Fletch Lives,Comedy,Fletch Lives,1989,1861,2.870768404
2288,Red Sonja,Action|Adventure|Fantasy,Red Sonja,1985,1666,2.421368547
2289,Gung Ho,Comedy|Drama,Gung Ho,1986,1563,2.889315419
2290,The Money Pit,Comedy,The Money Pit,1986,3768,2.873938429
2291,A View to a Kill,Action|Adventure|Thriller,A View to a Kill,1985,3462,3.176920855
2292,Lifeforce,Horror|Sci-Fi,Lifeforce,1985,1080,2.916203704
2293,Police Academy,Comedy|Crime,Police Academy,1984,5771,2.916738867
2294,Police Academy 2: Their First Assignment,Comedy|Crime,Police Academy 2: Their First Assignment,1985,3373,2.394455974
2295,Police Academy 3: Back in Training,Comedy|Crime,Police Academy 3: Back in Training,1986,2765,2.172151899
2296,Police Academy 4: Citizens on Patrol,Comedy|Crime,Police Academy 4: Citizens on Patrol,1987,2722,2.05859662
2297,Police Academy 5: Assignment: Miami Beach,Comedy|Crime,Police Academy 5: Assignment: Miami Beach,1988,2292,1.888089005
2298,Police Academy 6: City Under Siege,Comedy|Crime,Police Academy 6: City Under Siege,1989,2155,1.794895592
2299,Babe: Pig in the City,Adventure|Children|Drama,Babe: Pig in the City,1998,5197,2.98364441
2300,Home Fries,Comedy|Romance,Home Fries,1998,991,2.53481332
2301,Jerry Springer: Ringmaster,Comedy|Drama,Jerry Springer: Ringmaster,1998,591,1.61928934
2302,Very Bad Things,Comedy|Crime,Very Bad Things,1998,2220,2.822297297
2303,Steam: The Turkish Bath (Hamam),Drama|Romance,Steam: The Turkish Bath (Hamam),1997,160,3.3375
2304,Psycho,Crime|Horror|Thriller,Psycho (1998),1998,2829,2.749204666
2305,Little Voice,Comedy,Little Voice,1998,2542,3.678992919
2306,A Simple Plan,Crime|Drama|Thriller,A Simple Plan,1998,6514,3.72198342
2307,Jack Frost,Children|Comedy|Drama,Jack Frost (1998),1998,1520,2.371052632
2308,Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,Star Trek: Insurrection,1998,8052,3.202309985
2309,The Prince of Egypt,Animation|Musical,The Prince of Egypt,1998,6312,3.424746515
2310,Rushmore,Comedy|Drama,Rushmore,1998,13780,3.852612482
2311,Shakespeare in Love,Comedy|Drama|Romance,Shakespeare in Love,1998,24521,3.835793809
2312,Mass Appeal,Drama,Mass Appeal,1984,162,3.333333333
2313,Miracle on 34th Street,Comedy|Drama,Miracle on 34th Street (1947),1947,4783,3.74628894
2314,Santa Claus: The Movie,Adventure|Children|Fantasy,Santa Claus: The Movie,1985,1388,2.726585014
2315,Prancer,Children|Drama|Fantasy,Prancer,1989,362,2.82320442
2316,Pale Rider,Western,Pale Rider,1985,2646,3.731103553
2317,Rambo: First Blood Part II,Action|Adventure|Thriller,Rambo: First Blood Part II,1985,4846,2.774762691
2318,First Blood (Rambo: First Blood),Action|Adventure|Drama|Thriller,First Blood (Rambo: First Blood),1982,5291,3.538556039
2319,Rambo III,Action|Adventure|Thriller|War,Rambo III,1988,3604,2.394284129
2320,The Jewel of the Nile,Action|Adventure|Comedy|Romance,The Jewel of the Nile,1985,6111,3.133856979
2321,Romancing the Stone,Action|Adventure|Comedy|Romance,Romancing the Stone,1984,13553,3.48306648
2322,Cocoon,Comedy|Sci-Fi,Cocoon,1985,10666,3.289330583
2323,Cocoon: The Return,Comedy|Sci-Fi,Cocoon: The Return,1988,1882,2.478214665
2324,Rocky II,Action|Drama,Rocky II,1979,5397,3.134889754
2325,Rocky III,Action|Drama,Rocky III,1982,5076,2.904353822
2326,Rocky IV,Action|Drama,Rocky IV,1985,4873,2.785963472
2327,Rocky V,Action|Drama,Rocky V,1990,3565,2.202524544
2328,Clue,Comedy|Crime|Mystery|Thriller,Clue,1985,4418,3.442734269
2329,Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,Young Sherlock Holmes,1985,2650,3.367735849
2330,Violets Are Blue...,Drama|Romance,Violets Are Blue...,1986,71,2.852112676
2331,Back to School,Comedy,Back to School,1986,2636,3.04685129
2332,Heartburn,Comedy|Drama,Heartburn,1986,529,2.942344045
2333,Nothing in Common,Comedy,Nothing in Common,1986,682,3.003665689
2334,Extremities,Drama|Thriller,Extremities,1986,367,3.179836512
2335,The Karate Kid,Drama,"Karate Kid, The (1984)",1984,8234,3.286434297
2336,"The Karate Kid, Part II",Action|Adventure|Drama,"The Karate Kid, Part II",1986,5988,2.603707415
2337,"The Karate Kid, Part III",Action|Adventure|Children|Drama,"The Karate Kid, Part III",1989,3683,2.155308173
2338,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,Christmas Vacation (National Lampoon's Christmas Vacation),1989,5739,3.593831678
2339,You've Got Mail,Comedy|Romance,You've Got Mail,1998,11286,3.144027999
2340,The General,Crime,"General, The (1998)",1998,586,3.613481229
2341,The Theory of Flight,Comedy|Drama|Romance,The Theory of Flight,1998,162,3.228395062
2342,The Thin Red Line,Action|Drama|War,The Thin Red Line,1998,8238,3.406834183
2343,The Faculty,Horror|Sci-Fi,The Faculty,1998,5672,2.819992948
2344,Mighty Joe Young,Action|Adventure|Drama|Fantasy|Thriller,Mighty Joe Young (1998),1998,1424,2.764396067
2345,Mighty Joe Young,Adventure|Children|Drama,Mighty Joe Young (1949),1949,955,3.109947644
2346,Patch Adams,Comedy|Drama,Patch Adams,1998,6045,3.109677419
2347,Stepmom,Drama,Stepmom,1998,2026,3.220631787
2348,A Civil Action,Drama,A Civil Action,1998,3965,3.338335435
2349,Down in the Delta,Drama,Down in the Delta,1998,271,3.5
2350,Hurlyburly,Drama,Hurlyburly,1998,667,2.95952024
2351,Tea with Mussolini,Comedy|Drama|War,Tea with Mussolini,1999,1311,3.400839054
2352,Wilde,Drama,Wilde,1997,778,3.552056555
2353,Outside Ozona,Comedy|Drama|Thriller,Outside Ozona,1998,12,2.875
2354,Affliction,Drama,Affliction,1997,1620,3.583950617
2355,Another Day in Paradise,Drama,Another Day in Paradise,1998,352,3.190340909
2356,The Hi-Lo Country,Drama|Romance|Western,The Hi-Lo Country,1998,198,3.103535354
2357,Hilary and Jackie,Drama,Hilary and Jackie,1998,1350,3.685185185
2358,Playing by Heart,Drama|Romance,Playing by Heart,1998,1235,3.54534413
2359,24 7: Twenty Four Seven,Comedy|Drama,24 7: Twenty Four Seven,1997,78,3.448717949
2360,At First Sight,Drama,At First Sight,1999,760,2.819736842
2361,In Dreams,Horror|Thriller,In Dreams,1999,607,2.690280066
2362,Varsity Blues,Comedy|Drama,Varsity Blues,1999,2866,3.070830426
2363,Virus,Horror|Sci-Fi,Virus,1999,1385,2.339350181
2364,The Garbage Pail Kids Movie,Adventure|Children|Comedy,The Garbage Pail Kids Movie,1987,308,1.659090909
2365,Howard the Duck,Adventure|Comedy|Sci-Fi,Howard the Duck,1986,3741,2.125768511
2366,The Gate,Horror,The Gate,1987,687,2.644104803
2367,The Gate II: Trespassers,Horror,The Gate II: Trespassers,1990,94,1.808510638
2368,The Boy Who Could Fly,Drama|Fantasy,The Boy Who Could Fly,1986,1203,3.100581879
2369,The Fly,Horror|Mystery|Sci-Fi,"Fly, The (1958)",1958,3481,3.332232117
2370,The Fly,Drama|Horror|Sci-Fi|Thriller,"Fly, The (1986)",1986,10174,3.398220955
2371,The Fly II,Horror|Sci-Fi,The Fly II,1989,1788,2.27852349
2372,Running Scared,Action|Comedy,Running Scared (1986),1986,1354,3.348227474
2373,Armed and Dangerous,Comedy|Crime,Armed and Dangerous,1986,873,2.496563574
2374,The Texas Chainsaw Massacre,Horror,"Texas Chainsaw Massacre, The (1974)",1974,3026,3.211335096
2375,The Texas Chainsaw Massacre 2,Horror,The Texas Chainsaw Massacre 2,1986,809,2.247836836
2376,Leatherface: Texas Chainsaw Massacre III,Comedy|Horror|Thriller,Leatherface: Texas Chainsaw Massacre III,1990,403,1.962779156
2377,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),Horror,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),1994,554,1.719314079
2378,Ruthless People,Comedy,Ruthless People,1986,3408,3.397300469
2379,Trick or Treat,Horror,Trick or Treat (1986),1986,129,2.480620155
2380,Deadly Friend,Horror,Deadly Friend,1986,240,2.24375
2381,Belizaire the Cajun,Drama,Belizaire the Cajun,1986,84,3.404761905
2382,"Name of the Rose, The (Name der Rose, Der)",Crime|Drama|Mystery|Thriller,"Name of the Rose, The (Name der Rose, Der)",1986,5436,3.867549669
2383,Jumpin' Jack Flash,Action|Comedy|Romance|Thriller,Jumpin' Jack Flash,1986,2944,2.724524457
2384,Peggy Sue Got Married,Comedy|Drama,Peggy Sue Got Married,1986,3687,3.174938975
2385,Crocodile Dundee,Adventure|Comedy,Crocodile Dundee,1986,12297,3.141457266
2386,Crocodile Dundee II,Action|Adventure|Comedy,Crocodile Dundee II,1988,5247,2.547360396
2387,Tough Guys,Comedy,Tough Guys,1986,535,2.926168224
2388,Soul Man,Comedy,Soul Man,1986,1265,2.399209486
2389,The Color of Money,Drama,The Color of Money,1986,3278,3.432275778
2390,52 Pick-Up,Action|Mystery|Thriller,52 Pick-Up,1986,636,3.142295597
2391,Heartbreak Ridge,Action|War,Heartbreak Ridge,1986,2045,3.2799511
2392,Firewalker,Adventure,Firewalker,1986,312,2.415064103
2393,¡Three Amigos!,Comedy|Western,¡Three Amigos!,1986,6485,3.096299152
2394,Gloria,Drama|Thriller,Gloria (1999),1999,308,2.409090909
2395,Dry Cleaning (Nettoyage à sec),Drama,Dry Cleaning (Nettoyage à sec),1997,37,2.986486486
2396,My Name Is Joe,Drama|Romance,My Name Is Joe,1998,446,3.633408072
2397,Still Crazy,Comedy|Romance,Still Crazy,1998,344,3.284883721
2398,"Day of the Beast, The (Día de la Bestia, El)",Adventure|Comedy|Thriller,"Day of the Beast, The (Día de la Bestia, El)",1995,306,3.441176471
2399,Tinseltown,Comedy|Crime|Drama,Tinseltown,1997,14,2
2400,She's All That,Comedy|Romance,She's All That,1999,5498,2.993452164
2401,The 24 Hour Woman,Comedy|Drama,The 24 Hour Woman,1998,66,2.477272727
2402,"Blood, Guts, Bullets and Octane",Action|Comedy,"Blood, Guts, Bullets and Octane",1998,107,2.331775701
2403,Peeping Tom,Drama|Horror|Thriller,Peeping Tom,1960,1032,3.823158915
2404,Spanish Fly,Drama,Spanish Fly,1998,19,2.736842105
2405,Payback,Action|Thriller,Payback,1999,8232,3.412475705
2406,Simply Irresistible,Comedy|Romance,Simply Irresistible,1999,874,2.712814645
2407,20 Dates,Comedy|Romance,20 Dates,1998,802,2.792394015
2408,The Harmonists,Drama,The Harmonists,1997,267,3.747191011
2409,The Last Days,Documentary,The Last Days,1998,195,3.661538462
2410,"Fantastic Planet, The (Planète sauvage, La)",Animation|Sci-Fi,"Fantastic Planet, The (Planète sauvage, La)",1973,845,3.690532544
2411,Blast from the Past,Comedy|Romance,Blast from the Past,1999,3794,3.210727464
2412,Message in a Bottle,Romance,Message in a Bottle,1999,1852,2.85988121
2413,My Favorite Martian,Comedy|Sci-Fi,My Favorite Martian,1999,865,2.326011561
2414,God Said 'Ha!',Comedy,God Said 'Ha!',1998,384,3.451822917
2415,Jawbreaker,Comedy,Jawbreaker,1999,1021,2.647404505
2416,October Sky,Drama,October Sky,1999,7378,3.885063703
2417,Office Space,Comedy|Crime,Office Space,1999,20328,3.98538961
2418,"Apple, The (Sib)",Drama,"Apple, The (Sib)",1998,115,3.7
2419,200 Cigarettes,Comedy|Drama,200 Cigarettes,1999,1568,2.914221939
2420,8MM,Drama|Mystery|Thriller,8MM,1999,4087,2.962931245
2421,The Other Sister,Comedy|Drama|Romance,The Other Sister,1999,1351,3.137675796
2422,Breakfast of Champions,Comedy|Sci-Fi,Breakfast of Champions,1999,455,2.615384615
2423,The Breaks,Comedy,The Breaks,1999,12,2.208333333
2424,Eight Days a Week,Comedy,Eight Days a Week,1997,161,2.916149068
2425,Just the Ticket,Comedy|Romance,Just the Ticket,1999,72,2.465277778
2426,The Long Goodbye,Crime|Film-Noir,The Long Goodbye,1973,1006,3.848906561
2427,"Ballad of Narayama, The (Narayama bushiko)",Drama,"Ballad of Narayama, The (Narayama bushiko)",1983,170,3.564705882
2428,Pet Sematary,Horror,Pet Sematary,1989,3364,2.964625446
2429,Pet Sematary II,Comedy|Horror,Pet Sematary II,1992,1003,2.11665005
2430,Children of the Corn II: The Final Sacrifice,Horror,Children of the Corn II: The Final Sacrifice,1993,449,1.831848552
2431,Children of the Corn III,Horror,Children of the Corn III,1994,398,1.717336683
2432,Christine,Horror,Christine,1983,2186,3.027904849
2433,Night Shift,Comedy,Night Shift,1982,2066,3.331316554
2434,House on Haunted Hill,Drama|Horror|Thriller,House on Haunted Hill (1959),1959,785,3.253503185
2435,Airport,Drama,Airport,1970,1501,3.040639574
2436,Airport 1975,Action|Drama|Thriller,Airport 1975,1974,667,2.534482759
2437,Airport '77,Drama,Airport '77,1977,627,2.433811802
2438,Rollercoaster,Drama|Thriller,Rollercoaster,1977,239,2.644351464
2439,The Towering Inferno,Action|Adventure|Drama|Thriller,The Towering Inferno,1974,1972,2.993407708
2440,Alligator,Action|Horror|Sci-Fi,Alligator,1980,764,2.313481675
2441,Meteor,Sci-Fi,Meteor (1979),1979,610,2.416393443
2442,Westworld,Action|Sci-Fi|Thriller|Western,Westworld,1973,4163,3.429858275
2443,Logan's Run,Action|Adventure|Sci-Fi,Logan's Run,1976,5054,3.440443213
2444,Planet of the Apes,Action|Drama|Sci-Fi,Planet of the Apes (1968),1968,12702,3.620414108
2445,Beneath the Planet of the Apes,Action|Sci-Fi,Beneath the Planet of the Apes,1970,2425,2.891958763
2446,Battle for the Planet of the Apes,Action|Sci-Fi,Battle for the Planet of the Apes,1973,2044,2.769080235
2447,Conquest of the Planet of the Apes,Action|Sci-Fi,Conquest of the Planet of the Apes,1972,2018,2.808473736
2448,Escape from the Planet of the Apes,Action|Sci-Fi,Escape from the Planet of the Apes,1971,3421,3.020023385
2449,Avalanche,Action,Avalanche,1978,89,2.247191011
2450,Earthquake,Action|Drama|Thriller,Earthquake,1974,702,2.686609687
2451,The Concorde: Airport '79,Drama,The Concorde: Airport '79,1979,309,1.998381877
2452,Beyond the Poseidon Adventure,Adventure,Beyond the Poseidon Adventure,1979,284,1.970070423
2453,Dancemaker,Documentary,Dancemaker,1998,44,3.579545455
2454,Analyze This,Comedy,Analyze This,1999,9052,3.234202386
2455,The Corruptor,Action|Crime|Drama|Thriller,The Corruptor,1999,1068,2.986891386
2456,Cruel Intentions,Drama,Cruel Intentions,1999,8529,3.269726814
2457,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,"Lock, Stock & Two Smoking Barrels",1998,15325,3.98867863
2458,Six Ways to Sunday,Comedy,Six Ways to Sunday,1997,49,2.795918367
2459,"School of Flesh, The (École de la chair, L')",Drama|Romance,"School of Flesh, The (École de la chair, L')",1998,126,3.214285714
2460,Relax... It's Just Sex,Comedy,Relax... It's Just Sex,1998,129,3.263565891
2461,The Deep End of the Ocean,Drama,The Deep End of the Ocean,1999,1032,2.986434109
2462,Harvest,Drama,Harvest,1998,9,2.777777778
2463,The Rage: Carrie 2,Horror,The Rage: Carrie 2,1999,818,2.21393643
2464,Wing Commander,Action|Sci-Fi,Wing Commander,1999,1607,2.164592408
2465,The Haunting,Horror|Thriller,"Haunting, The (1963)",1963,1531,3.613324624
2466,Dead Ringers,Drama|Horror|Thriller,Dead Ringers,1988,1785,3.500840336
2467,My Boyfriend's Back,Comedy,My Boyfriend's Back,1993,288,2.310763889
2468,Village of the Damned,Horror|Sci-Fi|Thriller,Village of the Damned (1960),1960,1429,3.406927922
2469,Children of the Damned,Horror|Sci-Fi|Thriller,Children of the Damned,1963,756,3.183201058
2470,Baby Geniuses,Comedy,Baby Geniuses,1999,1399,1.703002144
2471,Telling You,Comedy|Drama|Romance,Telling You,1998,46,1.945652174
2472,I Stand Alone (Seul contre tous),Drama|Thriller,I Stand Alone (Seul contre tous),1998,212,3.775943396
2473,Forces of Nature,Comedy|Romance,Forces of Nature,1999,2027,2.725703009
2474,The King and I,Animation|Children,"King and I, The (1999)",1999,364,2.587912088
2475,Ravenous,Horror|Thriller,Ravenous,1999,1527,3.235101506
2476,True Crime,Crime|Thriller,True Crime (1999),1999,1129,3.098759965
2477,Bandits,Drama,Bandits (1997),1997,234,3.33974359
2478,Dangerous Beauty,Drama,Dangerous Beauty,1998,885,3.653672316
2479,The Empty Mirror,Drama,The Empty Mirror,1996,19,2.605263158
2480,The King and I,Drama|Musical|Romance,"King and I, The (1956)",1956,3726,3.771470746
2481,Doug's 1st Movie,Animation|Children,Doug's 1st Movie,1999,277,2.263537906
2482,EDtv,Comedy,EDtv,1999,3913,3.049578329
2483,The Mod Squad,Action|Crime,The Mod Squad,1999,1462,2.148426813
2484,Among Giants,Comedy|Drama|Romance,Among Giants,1998,52,2.846153846
2485,A Walk on the Moon,Drama|Romance,A Walk on the Moon,1999,772,3.644430052
2486,The Matrix,Action|Sci-Fi|Thriller,The Matrix,1999,51334,4.187185881
2487,10 Things I Hate About You,Comedy|Romance,10 Things I Hate About You,1999,11613,3.473908551
2488,Tango,Drama|Musical,Tango (1998),1998,318,3.320754717
2489,The Out-of-Towners,Comedy,The Out-of-Towners,1999,1471,2.62814412
2490,"Dreamlife of Angels, The (Vie rêvée des anges, La)",Drama,"Dreamlife of Angels, The (Vie rêvée des anges, La)",1998,1372,3.934402332
2491,"Love, etc.",Drama,"Love, etc.",1996,32,2.671875
2492,Metroland,Comedy|Drama,Metroland,1997,237,3.242616034
2493,The Sticky Fingers of Time,Sci-Fi,The Sticky Fingers of Time,1997,96,3.03125
2494,Following,Crime|Mystery|Thriller,Following,1998,1305,3.826819923
2495,Go,Comedy|Crime,Go (1999),1999,8554,3.696574702
2496,Never Been Kissed,Comedy|Romance,Never Been Kissed,1999,7237,3.056998756
2497,Twin Dragons (Shuang long hui),Action|Comedy,Twin Dragons (Shuang long hui),1992,525,3.067619048
2498,Cookie's Fortune,Comedy|Drama,Cookie's Fortune,1999,1951,3.621476166
2499,Foolish,Comedy,Foolish,1999,20,2.1
2500,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",Drama|Romance,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",1998,597,3.82160804
2501,Goodbye Lover,Comedy|Crime|Thriller,Goodbye Lover,1999,168,2.675595238
2502,Life,Comedy|Crime|Drama,Life,1999,891,2.925364759
2503,Cloudland,Animation,Cloudland,1998,15,2.666666667
2504,Friends & Lovers,Comedy|Drama|Romance,Friends & Lovers,1999,352,2.769886364
2505,Hideous Kinky,Drama,Hideous Kinky,1998,604,3.184602649
2506,Jeanne and the Perfect Guy (Jeanne et le garçon formidable),Comedy|Drama|Romance,Jeanne and the Perfect Guy (Jeanne et le garçon formidable),1998,31,3
2507,The Joyriders,Drama,The Joyriders,1999,32,2.90625
2508,"Monster, The (Mostro, Il)",Comedy,"Monster, The (Mostro, Il)",1994,504,3.574404762
2509,Open Your Eyes (Abre los ojos),Drama|Romance|Sci-Fi|Thriller,Open Your Eyes (Abre los ojos),1997,2522,3.886796193
2510,Photographer (Fotoamator),Documentary,Photographer (Fotoamator),1998,18,2.583333333
2511,SLC Punk!,Comedy|Drama,SLC Punk!,1998,1517,3.616018457
2512,Lost & Found,Comedy|Romance,Lost & Found,1999,486,2.521604938
2513,Pushing Tin,Comedy,Pushing Tin,1999,3910,3.008695652
2514,Election,Comedy,Election,1999,13756,3.789073859
2515,eXistenZ,Action|Sci-Fi|Thriller,eXistenZ,1999,5298,3.333427709
2516,A Little Bit of Soul,Comedy,A Little Bit of Soul,1998,15,2.7
2517,Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang),Action|Adventure|Horror|Sci-Fi,Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang),1977,54,2.740740741
2518,Nô,Drama,Nô,1998,32,3.015625
2519,Let it Come Down: The Life of Paul Bowles,Documentary,Let it Come Down: The Life of Paul Bowles,1998,29,3.24137931
2520,Entrapment,Crime|Thriller,Entrapment,1999,8202,3.143623506
2521,Idle Hands,Comedy|Horror,Idle Hands,1999,1880,2.759308511
2522,Get Real,Drama|Romance,Get Real,1998,605,3.810743802
2523,Heaven,Thriller,Heaven (1998),1998,49,3
2524,"King of Masks, The (Bian Lian)",Drama,"King of Masks, The (Bian Lian)",1996,487,3.935318275
2525,Three Seasons,Drama,Three Seasons,1999,393,3.830788804
2526,The Winslow Boy,Drama,"Winslow Boy, The (1999)",1999,1226,3.847879282
2527,Mildred Pierce,Drama|Film-Noir,Mildred Pierce (1945),1945,1103,3.951949229
2528,Night of the Comet,Comedy|Horror|Sci-Fi,Night of the Comet,1984,1453,3.039573297
2529,Chopping Mall (a.k.a. Killbots),Action|Horror|Sci-Fi,Chopping Mall (a.k.a. Killbots),1986,294,1.957482993
2530,My Science Project,Adventure|Sci-Fi,My Science Project,1985,1048,2.936068702
2531,Dick Tracy,Action|Crime,Dick Tracy,1990,5982,2.725175527
2532,The Mummy,Action|Adventure|Comedy|Fantasy|Horror|Thriller,"Mummy, The (1999)",1999,16761,3.166875485
2533,The Castle,Comedy,The Castle,1997,1214,3.837314662
2534,Mascara,Drama,Mascara,1999,11,2.136363636
2535,This Is My Father,Drama|Romance,This Is My Father,1998,234,3.576923077
2536,Xiu Xiu: The Sent-Down Girl (Tian yu),Drama,Xiu Xiu: The Sent-Down Girl (Tian yu),1998,414,3.589371981
2537,William Shakespeare's A Midsummer Night's Dream,Comedy|Fantasy,William Shakespeare's A Midsummer Night's Dream,1999,3625,3.293517241
2538,Trippin',Comedy,Trippin',1999,39,2.384615385
2539,After Life (Wandafuru raifu),Drama|Fantasy,After Life (Wandafuru raifu),1998,762,3.964566929
2540,Black Mask (Hak hap),Action|Adventure|Crime|Sci-Fi|Thriller,Black Mask (Hak hap),1996,636,2.954402516
2541,Edge of Seventeen,Comedy|Drama|Romance,Edge of Seventeen,1998,268,3.628731343
